序号,发票代码,发票号码,数电发票号码,销方识别号,销方名称,购方识别号,购买方名称,开票日期,税收分类编码,特定业务类型,货物或应税劳务名称,规格型号,单位,数量,单价,金额,税率,税额,价税合计,发票来源,发票票种,发票状态,是否正数发票,发票风险等级,开票人,备注,币种,外币金额,汇率,方向,购方税号,销方税号,发票类型,_source
1295,,,25322000000539808379,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 16:03:44,1080401010000000000,,*金属制品*电批头,1.4mm,个,20,1.7821782178218,35.64,1%,0.36,36.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,徐婷,,CNY,0.0,1.0,in,,,,
1296,,,25322000000539808379,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 16:03:44,1080401010000000000,,*金属制品*电批头,1.6mm,个,20,1.7821782178218,35.64,1%,0.36,36.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,徐婷,,CNY,0.0,1.0,in,,,,
1297,,,25322000000539808379,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 16:03:44,1060401990000000000,,*文具*笔记本,,个,20,1.1881188118812,23.76,1%,0.24,24.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,徐婷,,CNY,0.0,1.0,in,,,,
1298,,,25322000000539808379,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 16:03:44,1060101010000000000,,*纸制品*得力A4纸,70g,包,10,24.7524752475248,247.52,1%,2.48,250.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,徐婷,,CNY,0.0,1.0,in,,,,
1299,,,25322000000539808379,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 16:03:44,1080401010000000000,,*金属制品*拖把池下水,40mm,套,2,39.6039603960396,79.21,1%,0.79,80.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,徐婷,,CNY,0.0,1.0,in,,,,
1300,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1070222020000000000,,*洗涤剂*清洗剂,2L,桶,-5,17.8217821782178,-89.11,1%,-0.89,-90.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1301,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1040101050000000000,,*纺织产品*保安服装,XXL,套,-1,103.960396039604,-103.96,1%,-1.04,-105.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1302,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1090627990000000000,,*文化办公用设备*得力考勤机人脸,联网款,台,-1,384.1584158415842,-384.16,1%,-3.84,-388.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1303,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1070222020000000000,,*洗涤剂*万用拆框水,,瓶,-5,11.8811881188119,-59.41,1%,-0.59,-60.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1304,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1070601010200000000,,*塑料制品*POF热缩膜,厚1.5丝宽35cm(17KG,卷,-10,277.2277227722772,-2772.28,1%,-27.72,-2800.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1305,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1080407020000000000,,*金属制品*得力小美工刀,9mm,把,-5,3.4653465346535,-17.33,1%,-0.17,-17.5,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1306,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1070601010200000000,,*塑料制品*PE一次性鞋套,,包,-20,8.9108910891089,-178.22,1%,-1.78,-180.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1307,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1060512990000000000,,*日用杂品*茶盘,25*19*2cm,个,-10,7.9207920792079,-79.21,1%,-0.79,-80.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1308,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1050201990000000000,,*家具*床垫,宽1.8米,床,-1,89.1089108910891,-89.11,1%,-0.89,-90.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1309,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1040101050000000000,,*纺织产品*无尘布3009,9寸,包,-100,24.7524752475248,-2475.25,1%,-24.75,-2500.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1310,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1070508010000000000,,*橡胶制品*手指套,500g/包,包,-100,14.8514851485149,-1485.15,1%,-14.85,-1500.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1311,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1080499000000000000,,*金属制品*防静电工作台,240*120*180cm,张,-1,891.0891089108911,-891.09,1%,-8.91,-900.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1312,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1090627990000000000,,*文化办公用设备*纽曼耳机,3.5mm插孔,付,-10,17.8217821782178,-178.22,1%,-1.78,-180.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1313,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1090511040000000000,,*计算机外部设备*移速U盘,32GB,个,-4,24.7524752475248,-99.01,1%,-0.99,-100.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1314,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1090512990000000000,,*计算机配套产品*全树脂碳带,110mm*300m,卷,-2,65.3465346534653,-130.69,1%,-1.31,-132.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1315,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1060512990000000000,,*日用杂品*加厚白色丁晴胶手套,,盒,-2,25.7425742574257,-51.49,1%,-0.51,-52.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1316,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1060512990000000000,,*日用杂品*小垃圾袋,,卷,-10,3.960396039604,-39.6,1%,-0.4,-40.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1317,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1090512990000000000,,*计算机配套产品*全树脂碳带,110mm*300m,卷,-40,65.3465346534653,-2613.86,1%,-26.14,-2640.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1318,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1070508010000000000,,*橡胶制品*点胶手套,,双,-10,1.3861386138614,-13.86,1%,-0.14,-14.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1319,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1060512990000000000,,*日用杂品*不锈钢垃圾桶,,个,-2,89.1089108910891,-178.22,1%,-1.78,-180.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1320,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1060512990000000000,,*日用杂品*黑人牙膏,,支,-1,8.9108910891089,-8.91,1%,-0.09,-9.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1321,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1060512990000000000,,*日用杂品*舒肤佳沐浴露,,瓶,-1,15.8415841584158,-15.84,1%,-0.16,-16.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1322,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1060512990000000000,,*日用杂品*清扬洗发露,,瓶,-1,31.6831683168317,-31.68,1%,-0.32,-32.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1323,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1060512990000000000,,*日用杂品*蓝月亮洗衣液,,桶,-1,13.6633663366337,-13.66,1%,-0.14,-13.8,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1324,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1060512990000000000,,*日用杂品*心相印纸巾,,提,-1,11.8811881188119,-11.88,1%,-0.12,-12.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1325,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1060201990000000000,,*印刷品*产品标识卡,,包,-10,19.8019801980198,-198.02,1%,-1.98,-200.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1326,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1040204020000000000,,*鞋*布鞋,,双,-100,11.8811881188119,-1188.12,1%,-11.88,-1200.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1327,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1080499000000000000,,*金属制品*电批头,1.4mm,个,-20,1.7821782178218,-35.64,1%,-0.36,-36.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1328,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1080499000000000000,,*金属制品*电批头,1.6mm,个,-20,1.7821782178218,-35.64,1%,-0.36,-36.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1329,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1060401990000000000,,*文具*笔记本,,个,-20,1.1881188118812,-23.76,1%,-0.24,-24.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1330,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1060105020000000000,,*纸制品*得力A4纸,70g,包,-10,24.7524752475248,-247.52,1%,-2.48,-250.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1331,,,25322000000539546852,92321084MAEWDF4E3G,高邮市盛泰办公用品店（个体工商户）,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 15:58:30,1080499000000000000,,*金属制品*拖把池下水,40mm,套,-2,39.6039603960396,-79.21,1%,-0.79,-80.0,电子发票服务平台,数电发票（普通发票）,正常,否,正常,徐婷,被红冲蓝字数电发票号码：25322000000520822684 红字发票信息确认单编号：32108425111000006396,CNY,0.0,1.0,in,,,,
1332,,,25322000000539324275,91321084MA1YE77E4A,高邮鲜铺餐饮管理有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 14:03:31,3070401000000000000,,*餐饮服务*餐饮,,,1,2067.32673267327,2067.33,1%,20.67,2088.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,杨雯,,CNY,0.0,1.0,in,,,,
1333,,,25327000001452749603,91321003763559179K,扬州顺丰速运有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-17 08:54:39,3040409040000000000,,*快递服务*收派服务费,,次,1,21.6981132075,21.7,6%,1.3,23.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,张丽,,CNY,0.0,1.0,in,,,,
1334,,,25327000001480523362,913210007206024647,中国石化销售股份有限公司江苏扬州石油分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-16 17:12:47,1070101010100000000,成品油发票,*汽油*95号车用汽油(ⅥB),95号,升,67.93478261,6.5133056,442.48,13%,57.52,500.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,邵景麟,,CNY,0.0,1.0,in,,,,
1335,,,25327000001469893894,913210007206024647,中国石化销售股份有限公司江苏扬州石油分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-15 11:14:13,1070101010100000000,成品油发票,*汽油*95号车用汽油(ⅥB),95号,升,65.62907609,6.51327164,427.46,13%,55.57,483.03,电子发票服务平台,数电发票（普通发票）,正常,是,正常,邵景麟,加油：粤BZ0663 2025-11-15 11:10:56 扬州高邮金桥加油站 95号车用汽油(ⅥB),CNY,0.0,1.0,in,,,,
1336,,,25512000000274790839,91510502MAC4A4390C,泸州市深诺鑫电子科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-15 10:20:46,1090504040000000000,,*移动通信设备*指纹,"指纹模组,红色,哑光",个,2100,4.2477876106195,8920.35,13%,1159.65,10080.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,杨家财,,CNY,0.0,1.0,in,,,,
1337,,,25952000000241967049,914403003058397393,深圳市合诚鑫邦科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-14 17:19:24,1080499000000000000,,*金属制品*卡托,黑色,个,2300,1.858407079646,4274.34,13%,555.66,4830.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,林婷婷,,CNY,0.0,1.0,in,,,,
1338,,,25952000000241967049,914403003058397393,深圳市合诚鑫邦科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-14 17:19:24,1080499000000000000,,*金属制品*卡托,蓝黑色,个,3150,1.858407079646,5853.98,13%,761.02,6615.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,林婷婷,,CNY,0.0,1.0,in,,,,
1339,,,25952000000241967049,914403003058397393,深圳市合诚鑫邦科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-14 17:19:24,1080499000000000000,,*金属制品*卡托,浅蓝色,个,3150,1.858407079646,5853.98,13%,761.02,6615.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,林婷婷,,CNY,0.0,1.0,in,,,,
1340,,,25952000000241883218,914403000941816066,深圳市兴邦达显示技术有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-14 16:36:05,1090516020000000000,,*光电子器件*LCM总成,6.745英寸,PCS,3709,41.5929203539823,154268.14,13%,20054.86,174323.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,唐百花,2P025080051A,CNY,0.0,1.0,in,,,,
1341,,,25322000000535315100,91321084MACWTQUWXE,高邮市兴园供应链管理有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-14 15:10:39,1090504040000000000,,*移动通信设备*主板,H6169,个,65500,111.203539823009,7283831.86,13%,946898.14,8230730.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,赵欣婷,HTZK-XY-2025062001,CNY,0.0,1.0,in,,,,
1342,,,25952000000241656987,91440300088451059R,深圳诚顺鑫电子科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-14 14:52:17,1090505020000000000,,*移动通信设备*闪光灯罩,"PC,透明,注塑素材",个,6610,0.1327433628319,877.43,13%,114.07,991.5,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孙学亮,收款人:翟建林 复核人:肖华成,CNY,0.0,1.0,in,,,,
1343,,,25952000000241656987,91440300088451059R,深圳诚顺鑫电子科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-14 14:52:17,1090505020000000000,,*移动通信设备*光感导光柱,PC透明注塑,个,6400,0.1327433628319,849.56,13%,110.44,960.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孙学亮,收款人:翟建林 复核人:肖华成,CNY,0.0,1.0,in,,,,
1344,,,25952000000241656987,91440300088451059R,深圳诚顺鑫电子科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-14 14:52:17,1090505020000000000,,*移动通信设备*前摄胶套,硅胶油压，黑色65度,个,6300,0.1769911504425,1115.04,13%,144.96,1260.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孙学亮,收款人:翟建林 复核人:肖华成,CNY,0.0,1.0,in,,,,
1345,,,25952000000241656987,91440300088451059R,深圳诚顺鑫电子科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-14 14:52:17,1090505020000000000,,*移动通信设备*光感胶套,硅胶油压，黑色65度,个,6300,0.1769911504425,1115.04,13%,144.96,1260.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孙学亮,收款人:翟建林 复核人:肖华成,CNY,0.0,1.0,in,,,,
1346,,,25322000000535004900,92321084MA1Y20GN0N,高邮市进满客饭店,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-14 14:05:09,3070401000000000000,,*餐饮服务*餐饮费,,,1,393.069306930693,393.07,1%,3.93,397.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,戴万进,,CNY,0.0,1.0,in,,,,
1347,,,25322000000535092705,92321084MA1Y20GN0N,高邮市进满客饭店,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-14 14:00:18,3070401000000000000,,*餐饮服务*餐饮费,,,1,715.841584158416,715.84,1%,7.16,723.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,戴万进,,CNY,0.0,1.0,in,,,,
1348,,,25322000000534979572,92321084MA1Y20GN0N,高邮市进满客饭店,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-14 13:59:25,3070401000000000000,,*餐饮服务*餐饮费,,,1,712.871287128713,712.87,1%,7.13,720.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,戴万进,,CNY,0.0,1.0,in,,,,
1349,,,25952000000241380120,91440300557194615L,深圳市佳劲源科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-14 10:48:23,1090413020400000000,,*蓄电池*电池,5248113,个,100,18.4070796460177,1840.71,13%,239.29,2080.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,黄丹丹,,CNY,0.0,1.0,in,,,,
1350,,,25327000001451011791,913210007206024647,中国石化销售股份有限公司江苏扬州石油分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-13 18:31:01,1070101010100000000,成品油发票,*汽油*95号车用汽油(ⅥB),95号,升,41.56,6.41602502,266.65,13%,34.66,301.31,电子发票服务平台,数电发票（普通发票）,正常,是,正常,邵景麟,,CNY,0.0,1.0,in,,,,
1351,,,25327000001479792471,91320115339333699Q,南京跨越速运有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-13 16:59:44,3040409030000000000,,*物流辅助服务*收派服务费,,期,1,32578.16,32578.16,6%,1954.69,34532.85,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,李苑慈,,CNY,0.0,1.0,in,,,,
1352,,,25952000000240799082,91440300063861625B,深圳市红星辉印刷有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-13 16:11:02,1060201990000000000,,*印刷品*保护膜,160.11*71.51*0.1MM,个,20000,0.353982300885,7079.65,13%,920.35,8000.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,吴瑞凤,2025-10月,CNY,0.0,1.0,in,,,,
1353,,,25952000000240799082,91440300063861625B,深圳市红星辉印刷有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-13 16:11:02,1060201990000000000,,*印刷品*保护膜,160.11*71.51*0.1MM,个,19500,0.353982300885,6902.65,13%,897.35,7800.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,吴瑞凤,2025-10月,CNY,0.0,1.0,in,,,,
1354,,,25952000000240799082,91440300063861625B,深圳市红星辉印刷有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-13 16:11:02,1060201990000000000,,*印刷品*保护膜,164.6*71.7MM,个,2200,0.353982300885,778.76,13%,101.24,880.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,吴瑞凤,2025-10月,CNY,0.0,1.0,in,,,,
1355,,,25952000000240799082,91440300063861625B,深圳市红星辉印刷有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-13 16:11:02,1060201990000000000,,*印刷品*保护膜,164.6*71.7MM,个,1200,0.353982300885,424.78,13%,55.22,480.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,吴瑞凤,2025-10月,CNY,0.0,1.0,in,,,,
1356,,,25952000000240678975,91440300088451059R,深圳诚顺鑫电子科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-11-13 15:28:56,1090505020000000000,,*移动通信设备*闪光灯罩,"PC,透明,注塑素材",个,3100,0.1327433628319,411.5,13%,53.5,465.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,孙学亮,收款人:翟建林 复核人:肖华成,CNY,0.0,1.0,in,,,,
